Code client;Nom client;adresse livraison
450338;FL AUTO 62;75 RUE PHILIOMEL, 62190 LILLERS
004358;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;757 RUE JEAN ROSTAND, 62400 BETHUNE
004118;ORGE&HOUBLON VAL D'OINGT;76 ROUTE DE FLEURIEUX, 69380 CHATILLON
095133;LIBRE SERVICE BOISSONS M TOUCHART;76 RUE ALEXANDRE DETROY, 59650 VILLENEUVE D'ASCQ
003684;LG IMMOBILIER;76 RUE DES JACOBINS, 80000 AMIENS
001920;COLLEGE JEAN JAURES AIRE;76 RUE HENRY VELAY, 62120 AIRE SUR LA LYS
004045;VITALREST EHPAD LA ROSE DES VENTS;76 RUE PIERRE BOCHU, 59247 FECHAIN
002643;GROUPE HOSPITALIER SECLIN CARVIN;76 RUE SALVADOR ALLENDE, 62220 CARVIN
003357;GROUPE HOSPITALIER SECLIN CARVIN;76 RUE SALVADOR ALLENDE, 62220 CARVIN
200589;GROUPE HOSPITALIER SECLIN CARVIN;76 RUE SALVADOR ALLENDE, 62220 CARVIN
549214;NICO DESTOCK;77 BOUCLE DE LA MILLIAIRE, 57100 THIONVILLE
201191;EPDSAE - MEF DU DOUAISIS;77 RUE DES FOULONS, 59500 DOUAI
003863;COPAINS COMME COCHONS SARL;775 RUE D'AIRE, 62400 BETHUNE
004614;SAS YATIL;775C RUE D'AIRE, 62400 BETHUNE
004712;RESTAURANT GOUZEAUCOURT;777 AV DU GENERAL DE GAULLE, 59231 GOUZEAUCOURT
003700;AUBERGADE;78 ROUTE NATIONALE, 80480 DURY
004592;CAP DES TERRITOIRES HAUTS DE FRANCE;78 RUE DE LA FONTAINE, 59620 AULNOYE AYMERIES
056693;GUELTON JEAN CAFE - LES VARIETES;78 RUE JEAN JAURES, 62540 MARLES LES MINES
001841;FILIERIS - DR NORD - SERVICE ACHATS;78 RUE PAUL VAILLANT COUTURIER, 62110 HENIN BEAUMONT
003984;CAP DES TERRITOIRES HAUTS DE FRANCE;780 AVENUE DE DUNKERQUE, 59160 LOMME
055691;DUCROCQ CHRISTELLE;780 CHAUSSEE BRUNEHAUT, 62145 ESTREE BLANCHE
001145;AUCHAN HYPERMARCHE SAS;785 AVENUE JEAN MOULIN, 82000 MONTAUBAN
200616;EPDEF - MEA JOURDAIN LIEVIN;79 RUE DE CRACOVIE, 62800 LIEVIN
001695;EPDEF ARRAS;79 RUE DE CRACOVIE, 62800 LIEVIN
002080;EPSM DES FLANDRES;790 ROUTE DE LOCRE, 59270 BAILLEUL
200991;LEGT ANDRE MALRAUX;790 RUE JULES MASSENET, 62400 BETHUNE
004166;CAP DES TERRITOIRES HAUTS DE FRANCE;794 AVENUE DE DUNKERQUE, 59160 LOMME
003999;CAP DES TERRITOIRES HAUTS DE FRANCE;796 AVENUE DE DUNKERQUE, 59160 LOMME
003378;TENNIS CLUB RIVERY;7B RUE LAENNEC, 80136 RIVERY
000986;AU COEUR D ARTICHAUT - M MME VERHAEGHE;8 AVENUE DES FLANDRES, 59190 MORBECQUE
002650;BEERS AND CO WASQUEHAL - SARL LENGLET;8 AVENUE GRAND COTTIGNIES, 59290 WASQUEHAL
002567;EPDSAE - MEF DU VALENCIENNOIS;8 BIS RUE BAUDUIN L'EDIFIEUR, 59300 VALENCIENNES
200680;CENTRE HOSPIT DE CAMBRAI;8 GRAND RUE VANDERBURCH, 59407 CAMBRAI
095711;WEINBANK PTE.LTD.;8 MARINA VIEW #11-05 ASIA SQUARE TOWER 1, 018960 SINGAPORE
003702;LE BAR A HUITRES AMIENS;8 PLACE AU FIL, 80000 AMIENS
004375;CLAIRE'MARAIS;8 PLACE VICTOR HUGO, 62500 ST OMER
000762;AQUILA RH;8 QUAI DU HAVRE, 59200 TOURCOING
004649;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;8 ROUTE DE BOULOGNE, 62240 LONGFOSSE
002378;MAIRIE DE LIGNY LES AIRE;8 RUE DE LA MAIRIE, 62960 LIGNY LES AIRE
004423;PAUSE DEJ';8 RUE DE LILLE, 59100 ROUBAIX
094119;WORLD EXPORT SERVICE TRADING B.V.;8 RUE DE WATERZELLE, 62126 WIMILLE
004444;GRILL AUBIGNY;8 RUE DU GENERLA BARBOT, 62690 AUBIGNY EN ARTOIS
002755;ATOUTIME - GAMM VERT MARQUISE 165;8 RUE FERBER, 62250 MARQUISE
004346;BAR DE LA SOURCE;8 RUE JEAN-BAPTISTE DELECLOU, 80600 LUCHEUX
004347;BAR DE LA SOURCE - EPICERIE;8 RUE JEAN-BAPTISTE DELECLOU, 80600 LUCHEUX
004745;BAR DE LA SOURCE M LECAILLE GREGORY;8 RUE JEAN-BAPTISTE DELECLOU, 80600 LUCHEUX
004420;SIVOM COMMUNAUTE BETHUNOIS;8 RUE JULES WEPPE, 62660 BEUVRY
003996;L'ABREUVOIR;8 RUE LOUIS PHILIPPE, 76390 AUMALE
004421;MAIRIE DE GLISY;8 RUE NEUVE, 80440 GLISY
098272;J.F.L DISTRIBUTION SARL;8 RUE PRINCIPALE, 62550 NEDONCHEL
001675;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;80 RUE PAUL HOCHART, 62120 SAINT AUGUSTIN
056698;LE SAMI-BAR TABAC FDJ;80 RUE SAINT MARTIN, 62500 ST OMER
056911;BEERS PARADISE SAS MR HAVART;80-82-84 RUE VICTOR HUGO, 62200 BOULOGNE SUR MER
003688;SIVOM COMMUNAUTE BETHUNOIS;802 ROUTE DE NOEUX, 62113 VERQUIGNEUL
200412;DARQUE CORINNE VIVAL MAMETZ;82 A GRANDE RUE, 62120 MAMETZ
004714;BRASSERIE DU PAYS FLAMAND;83 ROUTE DE LA GORGUE, 59660 MERVILLE
630405;BRASSERIE DUBOIS;83 ROUTE NATIONALE, 62120 NORRENT FONTES
004721;GODART KILIAN LE JUNGLE;83 RUE DE DAOURS, 80650 VIGNACOURT
003568;CITE NOEL 2023;84 ALLEE DES JARDINS, 62400 BETHUNE
999507;ECHANTILLONS NICOLAS KUBIAK;84 ALLEE DES JARDINS, 62400 BETHUNE
003775;NK 62;84 ALLEE DES JARDINS, 62400 BETHUNE
004570;ASSOCIATION FLONFLONS;84 RUE MARQUILLIES, 59000 LILLE
004251;ECOLE ROELLECOURT;84 RUE NATIONALE, 62130 ROELLECOURT
004673;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;844 RUE D’ANNEZIN, 62400 BETHUNE
001349;CENTRE HOSPITALIER DE BOULOGNE SUR MER;87 RUE DE LA PAIX, 62200 BOULOGNE SUR MER
001350;CENTRE HOSPITALIER DE BOULOGNE SUR MER;87 RUE DE LA PAIX, 62200 BOULOGNE SUR MER
001351;CENTRE HOSPITALIER DE BOULOGNE SUR MER;87 RUE DE LA PAIX, 62200 BOULOGNE SUR MER
004044;VITALREST EHPAD LE PARC FLEURI;87 RUE MARCEAU MARTIN, 59128 FLERS EN ESCREBIEUX
099224;GLOBAL DISTRIBUTION DOO BEOGRAD;87/46 GANDIJEVA, 11070 NOVI BEOGRAD
200106;CENTRE HOSPITALIER DE JEUMONT;871 AVENUE DU GENERAL DE GAULLE, 59460 JEUMONT
098620;MAISON BRUN S.A.;88 RUE DU CAUD SOLEIL, 76340 VILLERS FOUCARMONT
080220;GIE SOURCES ALMA FACTURATION;89 AVENUE DU CLOS, 59732 ST AMAND LES EAUX CEDEX
080256;BRASSERIE MAISON DB;89 RUE DE TOURCOING, 59100 ROUBAIX
200629;CENT HOSPI TOURCOING(BOS);89 RUE NATIONALE, 59200 TOURCOING
004532;CENTRE LECLERC ARRAS;89-95 AVENUE FERNAND LOBBEDEZ, 51530 DIZY
093236;LES CAVES DE BONDUES - MR DELANNOY;897 AVENUE DU GENERAL DE GAULLE, 59910 BONDUES
200588;SIVOM COMMUNAUTE BRUAYSIS;9 AVENUE DU PARC, 62470 CALONNE RICOUART
004429;CREATIQ;9 BOULEVARD DES PLATANES, 62670 MAZINGARBE
000741;LES P'TITS BAIGNEURS;9 BOULEVARD LEO LAGRANGE, 59820 GRAVELINES
004335;MONOPRIX EXPLOITATION;9 PLACE DE LA REPUBLIQUE, 59140 DUNKERQUE
002792;CENTRE ARC EN CIEL LIEVIN;9 PLACE GAMBETTA, 62800 LIEVIN
002214;O GALO D'OURO RESTAURANT;9 PLACE NADAUD, 59100 ROUBAIX
080380;TAITTINGER CCVC;9 PLACE SAINT NICAISE, 51722 REIMS CEDEX
004343;CARREFOUR CONTACT BEAUMETZ LES LOGES;9 RN 25, 62123 BEAUMETZ LES LOGES
004487;LE CYRANO - SARL VALTANG;9 RUE COQUELIN, 62200 BOULOGNE SUR MER
003876;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;9 RUE DE LA GARE, 62128 CROISILLES
003816;ECOLE SADI CARNOT RPI 135;9 RUE DE LA PLACE, 62120 RELY
004661;BABELUTTE SAS;9 RUE DE LA PLAINE, 80460 AULT
450890;ROBINSON MME RITA WALTER;9 RUE DE SERY, 02240 MEZIERES SUR OISE
001457;LA POPOTE;9 RUE DES SARRAZINS, 59000 LILLE
004683;CAP DES TERRITOIRES HAUTS DE FRANCE;9 RUE DU FAUBOURG DE CAMBRAI, 59300 VALENCIENNES
004225;IME JEANNETTE PRIN - LA VIE ACTIVE;9 RUE DU MOULIN, 62470 CALONNE RICOUART
200543;ECOLE STE HENRIETTE;9 RUE ERNEST RENAN, 62590 OIGNIES
004750;BOUCHE B SARL LAPGEL;9 RUE JEAN DAUSSET, 51430 BEZANNES
002252;RESIDENCE AUTONOMIE HENRI HERMANT;9 RUE PIERRE BACHELET, 62460 DIVION
850502;CAFE SAINT CREPIN - DAMBRUNE ANDREE;9 RUE SAINT FIRMIN, 59190 MORBECQUE
029990;BRASSERIE DE ST OMER;9, RUE EDOUARD DEVAUX, 62504 ST OMER CEDEX
000821;CENTRE HOSPITALIER DU QUESNOY;90 RUE DU 8 MAI 1945, 59530 LE QUESNOY
001977;MAGASIN LES CHENES - CH DU QUESNOY;90 RUE DU 8 MAI 1945, 59530 LE QUESNOY
000917;FRERES GOURMANDS - KIM NAY UY;90 RUE HENRI GAUTIER, 93000 BOBIGNY
097000;BRASSERIE COQ HARDI;900 AVENUE DE LA REPUBLIQUE, 59700 MARCQ EN BAROEUL
004476;LE TOMMY;91 ROUTE NATIONALE, 80300 POZIERES
080253;BRIQUE HOUSE BREWERY;91 RUE DE LA CROIX WASQUEHAL, 59273 FRETIN
003571;EPDSAE - MEF FLANDRE INTERIEURE;92 RUE SADI CARNOT, 59280 ARMENTIERES
001993;EPDSAE M.E.F. METROPOLE LILLE;93 RUE D ESQUERMES, 59000 LILLE
001720;EPDSAE M.E.F. METROPOLE LILLE;93 RUE D'ESQUERMES, 59000 LILLE
002096;EPDSAE M.E.F. METROPOLE LILLE;93 RUE D'ESQUERMES, 59000 LILLE
200507;EPDSAE M.E.F. METROPOLE LILLE;93 RUE D'ESQUERMES, 59000 LILLE
003917;CCAS VILLE D'AMIENS;93 RUE VALENTIN HAÜY, 80000 AMIENS
850551;LE TAJ MAHAL;94 BD REPUBLIQUE FRANCOIS MITTERAND, 59140 DUNKERQUE
004478;SAS BOUCHERIE MACKE;94 ROUTE NATIONALE, 62138 AUCHY LES MINES
056847;COMPAGNON M.C. COMMERCE;94 RUE D'AMONT, 62700 BRUAY LA BUISSIERE
004129;IMPRIMERIE DU POTIER;95 AVENUE DE BOBIGNY, 93130 NOISY LE SEC
004279;E.LECLERC - DROMEDIS;95 RUE CLAIR, 26750 ST PAUL LES ROMANS
002029;EPDSAE M.E.F. METROPOLE LILLE;95 RUE D'ESQUERMES, 59000 LILLE
201248;EPDSAE SAVA LILLE;95 RUE D'ESQUERMES, 59000 LILLE
004081;LE REINITAS - FREVENT;95 RUE D'HESDIN, 62270 FREVENT
003773;SIVOM COMMUNAUTE BETHUNOIS;954 ROUTE DE NOEUX, 62113 VERQUIGNEUL
201223;COLLEGE ALBERT CAMUS;96 RUE DU PRESIDENT KENNEDY, 62230 OUTREAU
750012;CCAS-COMPTABILITE REGIONALE;960 RUE CAMILLE DELACROIX, 62155 MERLIMONT
003656;L'ATELIER DU CERISIER;97 RUE PAUL BERT, 62300 LENS
060189;JC TRANSPORTS SARL;982 RUE D'AIRE, 62120 ROQUETOIRE
003650;SOCIETE DES COURSES D'AMIENS;99 AVENUE DE L'HIPPODROME, 80000 AMIENS
003651;STE DES COURSES D'AMIENS;99 AVENUE DE L'HIPPODROME, 80000 AMIENS
003652;STE DES COURSES D'AMIENS;99 AVENUE DE L'HIPPODROME, 80000 AMIENS
200760;CENT HOSP SCHAFFNER LENS;99 ROUTE DE LA BASSEE, 62300 LENS
002044;EPDSAE - MEF ROUBAIX-TOURCOING;99 RUE DE LILLE, 59200 TOURCOING
002646;CENT HOSP SCHAFFNER LENS;99 RUE VINCENT AURIOL, 62300 LENS
201239;CENTRE HOSP. REG. UNIVERS. DE LILLE;A COTE HOPITAL FONTAN 1, 59037 LILLE CEDEX
999044;DRANKEN VAN CAMPENHOUT NV;ABDIJSTRAAT, 31, 1850 GRIMBERGEN ( BELGIQUE )
010330;EPSM VAL DE LYS ARTOIS;ALLEE CHARLES FOUCAULD, 62350 SAINT VENANT
201176;COLLEGE DU LAZARO;ALLEE EMILE VERHAEVEN, 59700 MARCQ EN BAROEUL
622219;KILLVID EOOD;AMAN DOO BEOGRAD, 00000 SURCIN
002549;ATOUTIME - GAMM VERT HAISNES 091;ANCIENNE ROUTE NATIONALE 41, 62138 HAISNES
004107;BIO'THE DIVINE;ANGLE DE LA PLACE JEAN BART N°22, 59140 DUNKERQUE
201133;SA AUCHAN FRANCE;AUCHAN ARRAS, 62971 ARRAS CEDEX 9
201131;AUCHAN HYPERMARCHE SAS;AUCHAN BOULOGNE SUR MER, 62280 ST MARTIN BOULOGNE
002759;ATOUTIME - GAMM VERT PERONNE 167;AV DE L'EUROPE, 80200 PERONNE
002791;VILLE DE LIEVIN;AVENUE ARTUR LAMENDIN, 62800 LIEVIN
003647;VILLE DE BETHUNE - MAIRIE;AVENUE DE BRUXELLES, 62400 BETHUNE
005501;BRASSERIE MOTTE -CORDONNIER;AVENUE DE L'EUROPE, 59280 ARMENTIERES
004608;SAS BOUCHERIE MACKE;AVENUE DE L'EUROPE, 62120 AIRE SUR LA LYS
003801;OCINE MAUBEUGE;AVENUE DE LA GARE, 59600 MAUBEUGE
201106;C.C.A.S. DE BERCK;AVENUE DE LA PLAINE RANDON, 62600 BERCK
004648;CAP DES TERRITOIRES HAUTS DE FRANCE;AVENUE DE LA REPUBLIQUE, 59282 DOUCHY LES MINES
002533;ATOUTIME - GAMM VERT HIRSON 023;AVENUE DE VERDUN, 02500 HIRSON
201132;AUCHAN HYPERMARCHE SAS;AVENUE DES FRAIS FONDS, 62219 LONGUENESSE
200993;LYCEE ROBESPIERRE;AVENUE DES FUSILLES, 62000 ARRAS
004522;CAP DES TERRITOIRES HAUTS DE FRANCE;AVENUE DES SPORTS, 59230 ST AMAND LES EAUX
201200;C.H. VALENCIENNES DIRECT.;AVENUE DESANDROUIN, 59300 VALENCIENNES
010381;LYCEE HOTELIER;AVENUE DU CHATEAU, 62520 LE TOUQUET PARIS PLAGE
010382;LYCEE HOTELIER ACTIVITE PEDAGOGIQUE;AVENUE DU CHATEAU, 62520 LE TOUQUET PARIS PLAGE
004048;MECS DE L'ARTOIS - LA VIE ACTIVE;AVENUE DU CHATEAU DES PRES, 62113 SAILLY LABOURSE
001656;CENTRE HOSPITALIER ARROND. MONTREUIL;AVENUE DU DOCTEUR LENGLET, 62870 CAMPAGNE LES HESDIN
200097;ALPHAGLASS;AVENUE DU GENERAL DE GAULLE, 62510 ARQUES
004011;THE BIG MONKEY;AVENUE DU GOLF, 80480 SALOUEL
002627;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;AVENUE DU LAC, 62290 NOEUX LES MINES
852256;MAIRIE AUCHEL BOIS ST PIERRE;AVENUE DU PARC DE LOISIRS, 62260 AUCHEL
201103;COLLEGE DES SEPT VALLEES;AVENUE DU PONT MAJOR, 62140 HESDIN
004453;INTERMARCHE LISIEUX;AVENUE GEORGES POMPIDOU, 14100 LISIEUX
003319;US NOEUX LES MINES;AVENUE GUILLON, 62290 NOEUX LES MINES
002534;ATOUTIME - GAMM VERT PERNES 004;AVENUE KENNEDY, 62550 PERNES
004631;BO JARDIN - CODE COMPTABLE;AVENUE LE NOTRE, 59100 ROUBAIX
003510;SICAP SA GV LILLEBONNE;AVENUE LECLERC, 76170 LILLEBONNE
200936;INTERMARCHE LA BASSEE;AVENUE MAURICE BOUCHERY, 59480 LA BASSEE
004713;FLORADIS GRANDE SYNTHE;AVENUE MENDES FRANCE, 59760 GRANDE SYNTHE
201042;COLLEGE JEAN JACQUES ROUSSEAU;AVENUE MONTAIGNE, 62220 CARVIN
201125;CLINIQUE DES 4 CANTONS;AVENUE PAUL LANGEVIN, 59650 VILLENEUVE D'ASCQ
000849;AUCHAN HYPERMARCHE SAS;AVENUE ROGER SALENGRO, 62100 CALAIS
200849;COLLEGE LUCIEN VADEZ;AVENUE TOUMANIANTZ, 62280 CALAIS
002745;ATOUTIME - GAMM VERT CHAPELLE AUX POTS;AVENUE TRISTAN KLINGSOR, 60650 LACHAPELLE AUX POTS
001378;UNITE LOCALE DE SOINS LE SURGEON;BD DE LA CITE 2, 62160 BULLY LES MINES
200954;VILLE DE BETHUNE - THEATRE MUNICIPAL;BD VICTOR HUGO, 62400 BETHUNE
004925;E.LECLERC BERGUES DRIVE;BENEDICTE SCHRICKE, 59380 QUAEDYPRE
002713;ATOUTIME - GAMM VERT BRAINE 016;BLD DE MONTPELLIER, 02220 BRAINE
622926;INNOVATTIVO DOO PODGORICA;BOKELJSKA 5, 00000 VRACAR-BEOGRAD
092401;EMCA GLOBAL S.L.;BOOSWEG 13, 3274 LH HEINENOORD
093449;MSI PURCHASE BV;BORCHWERF 25, 4704 RG ROOSENDAAL
000705;EPS LES ERABLES;BOULEVARD CARNOT, 59480 LA BASSEE
000930;AUCHAN HYPERMARCHE SAS;BOULEVARD D HALLUIN, 59223 RONCQ
003599;CSE LE TOUQUET HOTEL DE VILLE;BOULEVARD DALOZ, 62520 LE TOUQUET PARIS PLAGE
002581;GCS - GHICL HOPITAL ST PHILIBERT;BOULEVARD DE BELFORT - BP 387, 59020 LILLE CEDEX
002589;CENTRE HOSPITALIER D'AIRE SUR LA LYS;BOULEVARD DE GAULLE, 62120 AIRE SUR LA LYS
001992;VILLE ST POL S/MER - CENTRE JEAN COCTEAU;BOULEVARD DE L AURORE, 59430 ST POL SUR MER
003693;SIVOM COMMUNAUTE BETHUNOIS;BOULEVARD DE VARSOVIE, 62400 BETHUNE
003544;VILLE DE BETHUNE - LES SORBIERS;BOULEVARD DE VARSOVIE, 62400 BETHUNE
004594;CAP DES TERRITOIRES HAUTS DE FRANCE;BOULEVARD DES SCULPTEURS, 59820 GRAVELINES
201221;EPDSAE - MEF DU CAMBRESIS;BOULEVARD DU 19 MARS 1962, 59540 CAUDRY
001329;E.LECLERC CAUDRY;BOULEVARD DU 8 MAI 1945, 59540 CAUDRY
201233;CENTRE HOSP. REG. UNIVERS. DE LILLE;BOULEVARD DU PROFESSEUR JULES LECLERCQ, 59037 LILLE CEDEX
201244;CENTRE HOSP. REG. UNIVERS. DE LILLE;BOULEVARD DU PROFESSEUR JULES LECLERCQ, 59037 LILLE CEDEX
001708;C. H. DE SAMBRE AVESNOIS;BOULEVARD PASTEUR, 59600 MAUBEUGE
004626;CAP DES TERRITOIRES HAUTS DE FRANCE;BOULEVARD STE BARBE, 59140 DUNKERQUE
058980;CAFETERIA HOPITAL MARITIME ZUYDCOOTE;BOULEVARD VANCAUWENBERGHE, 59123 ZUYDCOOTE
002110;HOPIT.MARITIME ZUYDCOOTE;BOULEVARD VANCAUWENBERGHE, 59123 ZUYDCOOTE
054920;VDB DISTRIBUTION SARL BUZET;BP 17, 47160 BUZET SUR BAISE
080015;DUYCK BRASSERIE;BP 31006, 59144 JENLAIN CEDEX
140020;NESTLE WATERS MARKETING ET DISTRIBUTION;BP 40, 88801 VITTEL CEDEX
030063;ANTARTIC SAS;BP 83, 45110 ST MARTIN D ABBAT
012961;NORMANET;BP 914 - ZI DE L'INQUETRIE, 62280 ST MARTIN BOULOGNE
080250;VAN HONSEBROUCK BRASSERIE;BROUWERIJSTRAAT 1, 8870 EMELGEM
030058;BROUWERIJ OMER VANDER GHINSTE;BROUWTORENSTRAAT 5, B8510 BELLEGEM
059006;DEWIT INTERNATIONAL B.V.;BUREAU DE DOUANE, 0000 BELGRADE
058009;LENHARDT AG;CARL BENZ STRBE 10D, 69493 HIRSCHBERG
002392;ZAKOPOL - MAISON TOMASZ - LJ 04/07/2025;CC AUCHAN RN43, 62950 NOYELLES GODAULT
002441;ATOUTIME - GAMM VERT LE QUESNOY 05;CC INTERMARCHE, 59530 LE QUESNOY
004422;AUCHAN HYPERMARCHE SAS;CC LA RENAISSANCE, 41350 VINEUIL
002473;ATOUTIME -GAMM VERT ST AMAND LES EAUX;CC LECLERC, 59230 ST AMAND LES EAUX
002741;ATOUTIME - GAMM VERT HAZEBROUCK 028;CC SUPER U, 59190 HAZEBROUCK
002442;ATOUTIME - GAMM VERT VITRY EN ARTOIS 34;CC SUPER U, 62490 VITRY EN ARTOIS
098120;BRASSERIE VIGNERON S.A.;CD 129, 62870 CAMPAGNE LES HESDIN
001975;CENTRE HOSPITALIER D HESDIN;CD 136 LE GRAND TOUR, 62140 MARCONNE
004613;AUCHAN HYPERMARCHE SAS;CENTRE COMMERCIAL, 86100 CHATELLERAULT
003726;PROMOCASH BEAURAINS;CENTRE COMMERCIAL, 62217 BEAURAINS
004582;AUCHAN HYPERMARCHE SAS;CENTRE COMMERCIAL 3 FONTAINES, 45140 ST JEAN DE LA RUELLE
002451;AUCHAN HYPERMARCHE SAS;CENTRE COMMERCIAL LE GRAND HAVRE, 76290 MONTIVILLIERS
004404;FOOT HAISNES;CENTRE COMMERCIAL PORTE DES FLANDRES, 62138 AUCHY LES MINES
001339;AUCHAN HYPERMARCHE SAS;CENTRE COMMERCIAL RN 32, 02300 VIRY NOUREUIL
004525;LE BAVAROIS/RJ 21/07/25 (OBSERV 01/2026);CENTRE COMMERCIAL V2, 59650 VILLENEUVE D ASCQ
004214;BADMINTON CLUB BAISIEUX 59;CENTRE CULTUREL, 59780 BAISIEUX
004544;CLINIQUE DES HETRES;CENTRE HOSPITALIER DE LE CATEAU, 59360 LE CATEAU CAMBRESIS
004629;CAP DES TERRITOIRES HAUTS DE FRANCE;CENTRE POMPIDOU, 59460 JEUMONT
517695;LES 3 PETITS COCHONS;CHAMP DE FOIRE, 59000 LILLE
004189;SOCIETE AGRIFA;CHAPITEAU OPA 2 STAND 89, 62217 TILLOY LES MOFFLAINES
094029;LE MARCHE DUTY FREE SAS;CHARLES DICKENS BUILDING, 62231 COQUELLES
004077;SAS HOTEL CLERY;CHATEAU D'HESDIN L'ABBE, 62360 HESDIN L ABBE
003561;ORDRE DE MALTE DELEGATION 62;CHATEAU DE LAPREE, 62120 QUIESTEDE
030081;VIGNOBLES LORGERIL;CHATEAU DE PENNAUTIER, 11610 PENNAUTIER
000789;FRITERIE BERTRAND - CATTOEN BERTRAND;CHAUSSEE BRUNEHAUT, 62560 THIEMBRONNE
080035;BRASSERIE DUBUISSON FRERE;CHEE DE MONS 28, B7904 PIPAIX
004006;LES CHAIS DE BREBIERES;CHEMIN CROISE DE BELLEVUE, 80300 ALBERT
004688;CAP DES TERRITOIRES HAUTS DE FRANCE;CHEMIN D'EXPLOITATION, 59430 FORT MARDYCK
001891;CCAS LUCIEN CHEVALIER;CHEMIN DE LA DEUXIEME VOIE, 62440 HARNES
004704;EHPAD AIGUE MARINE;CHEMIN DE LA PETITE MARE, 59123 BRAY DUNES
004218;SICAP SA GV DOULLENS;CHEMIN DE MILLY, 80600 DOULLENS
004143;PARC CALONNIX;CHEMIN DE QUENNEHEM, 62470 CALONNE RICOUART
001500;TENNIS CLUB AMIENS METROPOLE;CHEMIN DE VAUVOIX, 80000 AMIENS
001632;SOGEA NORD HYDRAULIQUE;CHEMIN DE VILLERS, 62223 ANZIN ST AUBIN
098630;GRESELLE DISTRIBUTION;CHEMIN DEPARTEMENTAL 11, 62450 BEAULENCOURT
094020;LES VINS DU LITTORAL;CHEMIN DEPARTEMENTAL 215, 62185 FRETHUN
004306;EURL AA GOLF DEVELOPPEMENT;CHEMIN DES BOIS, 62380 ACQUIN WESTBECOURT
004088;RISTANDELLE SAS HOTEL DU GOLF DE ST OMER;CHEMIN DES BOIS, 62380 ACQUIN WESTBECOURT
003634;VILLE DE LIEVIN;CHEMIN DES MANUFACTURES, 62800 LIEVIN
045000;FAMILLE DURAND JEAN JACQUES;CHEMIN DU BOIS, 62380 ACQUIN-WESTBECOURT
003905;VILLE DE BETHUNE - THEATRE MUNICIPAL;CHEMIN DU PARADIS, 62400 BETHUNE
003942;UNIVERSITE DE PICARDIE - UFR;CHEMIN DU THIL, 80000 AMIENS
201022;COLLEGE DU BELLIMONT;CHEMIN FORESTEL, 62550 PERNES
001273;COLLEGE PAUL ELUARD;CHEMIN SEGUIN, 62360 ST ETIENNE AU MONT
003908;PIXI CAFE;CHRISTOPHE LEJEUNE, 80000 AMIENS
004151;AU BUREAU COQUELLES;CITE DE L'EUROPE, 62231 COQUELLES
004728;LA SUPERETTE DE LECLUSE;COCCIMARKET, 59259 LECLUSE
002163;MAIRIE DE HARNES;COMPLEXE ANDRE BIGOTTE-AVENUE DES SAULES, 62440 HARNES
002538;FRENCH BAR CPT COMPTABLE MR ANDRIEUX;COMPTE COMPTABLE, 80000 AMIENS
003683;AMIENS METROPOLE;CONSERVATOIRE, 80000 AMIENS
201036;COLLEGE LEONARD DE VINCI;CONTOUR BUQUEUX, 62220 CARVIN
080111;BRASSERIE LUPULUS;COURTIL, 50, 6671 BOVIGNY
099222;SOLIDUS UNIT;CRISTIMAR - CARRERA 1#15-11,  SANTA MARTA MAGDALENA
002844;CENTRE HOSPITALIER ST OMER;CUISINE, 62570 HELFAUT
854260;MAIRIE DE VENDEVILLE;EN FACE DE L'EGLISE, 59175 VENDEVILLE
004457;LES GOURMETS DU BOIS;ENDURO 2025, 62520 LE TOUQUET PARIS PLAGE
003295;UNIVERSITE DE LILLE;ENTREE N°3 - RUE PARMENTIER, 59650 VILLENEUVE D'ASCQ
200626;CENT HOSPI TOURCOING(CUI);ENTREE RUE DE L'YSER, 59208 TOURCOING
003393;BISTROT PAPILLON;ESAT ROCHEVILLE - LIGUE HAUT DE FRANCE, 59700 MARCQ EN BAROEUL
003455;LE CITY BAR;ESPACE COMMERCIAL SAINT CHRISTOPHE, 59200 TOURCOING
003976;LE CROENNE BAR;ESPACE COMMERCIAL SAINT CHRISTOPHE, 59200 TOURCOING
080061;BRASSERIE ABBAYE DE CLAIRMARAIS;FERME DE L'ABBAYE, 62500 CLAIRMARAIS
004188;ASSOCIATION PROTECTION CIVILE 62;FONDATION HOPALE, 62600 BERCK
002668;HARDI-MOUSSE - SAS DELOBELLE-MARINIER;FRIREULLES, 80210 ACHEUX EN VIMEU
622220;WOW LOGISTICS DOO BEOGRAD;GANDIJEVA 3 , LOKAL 7, 11070 NOVI BEOGRAD
080258;WILDEREN BRASSERIE & DISTELLERIE;GEESTRIJK NV, B3803 WILDEREN-ST-TRUIDEN
003705;AUCHAN HYPERMARCHE SAS;GRAND EPAGNY, 74330 EPAGNY
003723;SARL D'HOINE ET FILS;IMPASSE FORT MANOIR, 80440 BOVES
200932;INTERMARCHE LE PORTEL;IMPASSE STEIN, 62480 LE PORTEL
004489;LES CAVES DU BRASSEUR DOULLENS;IMPASSE TIVOLI, 80600 DOULLENS
