Code client;Nom client;adresse livraison;Latitude;Longitude
1499;HIMM - COTE JARDIN;27 RUE DES SOEURS BLANCHES, 59140 DUNKERQUE;51,0368581;2,3796701
4108;CHEZ KARINE;12 RUE JEAN BART, 59140 DUNKERQUE;51,0359168;2,3787452
2238;LE BOMMEL - SARL MELBO;57 RUE DE L'AMIRAL RONARC'H, 59140 DUNKERQUE;51,0354161;2,3735303
4626;CAP DES TERRITOIRES HAUTS DE FRANCE;BOULEVARD STE BARBE, 59140 DUNKERQUE;51,034737;2,3854037
2156;NOUVELLE CLINIQUE VILLETTE;18 RUE PARMENTIER, 59140 DUNKERQUE;51,0339547;2,3938916
40593;LES 3 BRASSEURS MME BLANCKAERT DUNKERQUE;POLE MARINE, 59140 DUNKERQUE;51,0337388;2,3707877
3802;OCINE DUNKERQUE;POLE MARINE, 59140 DUNKERQUE;51,0337388;2,3707877
4276;TOP MEDIAS;26 RUE DUPOUY, 59140 DUNKERQUE;51,0333309;2,3788204
594;LES 4 ECLUSES;1 RUE DE LA CUNETTE, 59140 DUNKERQUE;51,0330737;2,3840944
80113;BROUWERIJ DILEWYNS VICARIS;VLASSENHOUT 5, B9200 DENDERMONDE;51,0325426;4,1295756
4335;MONOPRIX EXPLOITATION;9 PLACE DE LA REPUBLIQUE, 59140 DUNKERQUE;51,0325334;2,3757823
1242;BRASSERIE HET ANKER N.V;49 GUIDO GEZELLELAAN, B2800 MECHELEN;51,0315868;4,4728703
4688;CAP DES TERRITOIRES HAUTS DE FRANCE;CHEMIN D'EXPLOITATION, 59430 FORT MARDYCK;51,0308301;2,3155244
2350;LYCEE ILE JEANTY;RUE WAETERAERE, 59140 DUNKERQUE;51,0303655;2,3623583
3893;LYCEE ILE JEANTY SECTION HOTELIERE;RUE WAETERAERE, 59140 DUNKERQUE;51,0303655;2,3623583
2055;VILLE ST POL/MER-CENTRE ROMAIN ROLLAND;RUE VICTOR HUGO, 59430 ST POL SUR MER;51,030269;2,3418592
907;VILLE DE FORT MARDYCK;PARVIS NELSON MANDELA, 59430 FORT MARDYCK;51,0277885;2,3053557
3857;LE VINCENNES COUDEKERQUE;10 ROUTE DE STEENDAM, 59210 COUDEKERQUE BRANCHE;51,0264726;2,3908882
1992;VILLE ST POL S/MER - CENTRE JEAN COCTEAU;BOULEVARD DE L AURORE, 59430 ST POL SUR MER;51,0243419;2,3362703
4085;LES CREUT'CHES ASS.PHIL.& CARNAVAL;57 RUE DE LA PAIX, 59210 COUDEKERQUE BRANCHE;51,0217369;2,3817432
2142;RUET PASCAL - CAFE SAINT ANTOINE;12 RUE SAINT ANTOINE, 59122 LES MOERES;51,02139;2,5735189
2063;VILLE DE DUNKERQUE-MAIRIE DE MARDYCK;PLACE DU VILLAGE, 59279 MARDYCK;51,0209659;2,2494546
4645;AU BON PORC;1 RUE DU BANC VERT, 59640 PETITE SYNTHE;51,0203492;2,3660288
3904;EIFFAGE ENERGIE SYSTEMES INDUS NORD;RUE DE ROME, 59640 PETITE SYNTHE;51,0163745;2,3517762
792;CORA COUDEKERQUE BRANCHE - DUM;RUE DES FORTS, 59210 COUDEKERQUE BRANCHE;51,010292;2,3811845
3725;FRENCH BRANCH OF DFDS A/S;ROUTE DE LA MAISON BLANCHE, 59279 LOON PLAGE;51,0076125;2,1970409
709;AUCHAN HYPERMARCHE SAS;RUE DE L ANCIENNE ROUTE NATIONALE 40, 59760 GRANDE SYNTHE;51,0062027;2,2713612
741;LES P'TITS BAIGNEURS;9 BOULEVARD LEO LAGRANGE, 59820 GRAVELINES;51,0040705;2,1102117
2157;CLINIQUE DE FLANDRE;300 RUE DES FORTS, 59210 COUDEKERQUE BRANCHE;51,0039914;2,3843178
4594;CAP DES TERRITOIRES HAUTS DE FRANCE;BOULEVARD DES SCULPTEURS, 59820 GRAVELINES;51,0006802;2,1208395
1828;MAIRIE DE LOON PLAGE;RUE DU STADE, 59279 LOON PLAGE;50,9942949;2,2216265
3338;CAFE DU LARGE;643 BOULEVARD DE LA REPUBLIQUE, 59140 DUNKERQUE;50,9940962;2,117887
201247;MAIRIE DE LOON PLAGE;310 RUE FRANCOIS MITTERRAND, 59279 LOON PLAGE;50,9937626;2,2188653
734;PROMOCASH CAPPELLE LA GRANDE;Rue du Pappe Veld, 59180 CAPPELLE LA GRANDE;50,9936605;2,3571066
2456;ATOUTIME - GAMM VERT CAPPELLE LA GRANDE;ZAC DE LA GRANDE PORTE, 59180 CAPPELLE LA GRANDE;50,9924035;2,3601538
3898;SAS EVEHA;RUE DU VIEUX CHEMIN DE BOURBOURG, 59279 LOON PLAGE;50,9916297;2,1962448
2659;SPAR GRAVELINES - SAS VESPAR;2 - 4 RUE PASTEUR, 59820 GRAVELINES;50,9873651;2,1260733
2100;EHPAD GRAVELINES;RUE LEROY, 59820 GRAVELINES;50,9857542;2,1272487
4467;LE PARK - FRITERIE DU PARC;4 RUE DES MOERES, 59122 HONDSCHOOTE;50,9850868;2,5688627
3866;LA FERME GALAME LJ 09/25;655 RUE GASTON DEREUDRE, 59279 LOON PLAGE;50,9825824;2,2331214
3268;MAIRIE DE LOON PLAGE;RUE GASTON DEREUDRE, 59279 LOON PLAGE;50,9825824;2,2331214
4559;CAMPING LE PREJOLY;RUE DES MOERES, 59122 HONDSCHOOTE;50,9799314;2,578771
2310;EHPAD HONDSCHOOTE;6 RUE DU MARECHAL FOCH, 59122 HONDSCHOOTE;50,9793161;2,5838682
1737;CDADF;RUE DE L'EUROPE, 59279 CRAYWICK;50,9775538;2,2221463
96900;FRANCE BOISSONS NORD EST;ZI DES DUNES, 62100 CALAIS;50,9705887;1,9088864
98700;SAS BVB;2 BIS QUAI DES MACONS, 59380 BERGUES;50,9703789;2,4313859
4451;BISCUITERIE DUNKERQUOISE;2 PLACE DE LA GARE, 59380 BERGUES;50,969401;2,4255628
1479;EHPAD SAINT JEAN;41 AVENUE FELIX BAERT, 59380 BERGUES;50,9688486;2,4400171
2087;PATRICK DASSONNEVILLE;41 AVENUE FELIX BAERT, 59380 BERGUES;50,9688486;2,4400171
4266;VILLE DE BERGUES;PLACE DE LA REPUBLIQUE, 59380 BERGUES;50,968299;2,4333382
4636;LES JOYEUX BERGUENARDS;RUE ST VICTOR, 59380 BERGUES;50,9682399;2,4300866
80120;HAACHT SA BRASSERIE;PROVINCIESTEENWEG 28, B3190 BOORTMEERBEEK;50,9666997;4,6120765
1678;LE COMPTOIR DES PIZZAS;18 RUE DE LA MER, 62100 CALAIS;50,9599354;1,8488747
3454;VILLE DE CALAIS-DIRECT DES RESS FINANC;PLACE D'ARMES, 62100 CALAIS;50,9597663;1,8500949
2148;CENTRE HOSPITALIER CALAIS;RUE DU PETIT COURGAIN, 62100 CALAIS;50,9580063;1,8754636
2610;LYCEE HQE LEONARD DE VINCI;RUE PASTEUR MARTIN LUTHER KING, 62100 CALAIS;50,9559405;1,9019233
1607;VILLE DE CALAIS-DIRECT DES RESS FINANC;450 RUE AUGUSTE RODIN, 62100 CALAIS;50,9532627;1,8884569
1571;VILLE DE CALAIS-DIRECT DES RESS FINANC;PLACE DU SOLDAT INCONNU, 62100 CALAIS;50,9525713;1,8541453
200848;COLLEGE JEAN JAURES;52 RUE DU PONT LOTTIN, 62105 CALAIS;50,9524895;1,8557306
550400;THE CALAIS WINE SUPERSTORE;249 RUE MARCEL DORET, 62100 CALAIS;50,950885;1,9070598
200843;LYCEE SOPHIE BERTHELOT;RUE EDGAR QUINET, 62100 CALAIS;50,9498981;1,8436336
94110;PLANETE SOIF SARL RJ 28 06 2023;2 RUE GUSTAVE COURBET, 62100 CALAIS;50,9488536;1,9082745
4133;FRITERIE DES SABLES - EURL THE CARON;315 A ROUTE DEPARTEMENTALE 940, 62231 SANGATTE;50,9473734;1,758313
3639;VILLE DE CALAIS-DIRECT DES RESS FINANC;23 BOULEVARD GAMBETTA, 62100 CALAIS;50,9472047;1,8505579
201129;OFF. PUB. HABITAT TERRE D'OPALE HABITAT;330 AVENUE DE ST EXUPERY, 62100 CALAIS;50,9467679;1,9148593
1572;VILLE DE CALAIS- THEATRE MUNICIPAL;PLACE ALBERT 1ER, 62100 CALAIS;50,9467661;1,8537434
3800;AUCHAN SUPERMARCHE SAS;10 RUE DELAROCHE, 62100 CALAIS;50,9459219;1,8673738
849;AUCHAN HYPERMARCHE SAS;AVENUE ROGER SALENGRO, 62100 CALAIS;50,9456608;1,834989
99210;S.D.F.B.;1903 RUE DU BEAU MARAIS, 62100 CALAIS;50,9450334;1,9136175
2370;MAISON RETRAITE BOURBOURG;17 RUE VERTE, 59630 BOURBOURG;50,944846;2,2031824
2135;CENTRE HOSPITALIER CALAIS;1601 BOULEVARD DES JUSTES, 62100 CALAIS;50,943035;1,8982487
201181;GCS BLANCHISSERIE INTER HOSPITALIERE;1601 BOULEVARD DES JUSTES, 62100 CALAIS;50,943035;1,8982487
200846;LYCEE DU DETROIT;200 RUE APOLLINAIRE, 62107 CALAIS;50,9381896;1,8715753
4151;AU BUREAU COQUELLES;CITE DE L'EUROPE, 62231 COQUELLES;50,936139;1,8095211
4735;LAURENT DECLERCQ SCEA;15 ROUTE DE COLME, 59630 BROUCKERQUE;50,9340283;2,2963179
999044;DRANKEN VAN CAMPENHOUT NV;ABDIJSTRAAT, 31, 1850 GRIMBERGEN ( BELGIQUE );50,9339446;4,3691346
80250;VAN HONSEBROUCK BRASSERIE;BROUWERIJSTRAAT 1, 8870 EMELGEM;50,9220942;3,2357715
2475;ATOUTIME - GAMM VERT WORMOUTH 177;ROUTE DE BERGUES, 59470 WORMHOUT;50,8959952;2,4604659
3468;ETS VERHAEGHE;ROUTE DE LYNCK, 59630 CAPPELLE BROUCK;50,8952534;2,2414546
201169;SUPER U WORMHOUT;747 ROUTE DE BERGUES, 59470 WORMHOUT;50,8914822;2,4622079
2297;DEPARTEMENT DU NORD;RUE VERTE, 59470 WORMHOUT;50,8892495;2,4572725
4495;MC QUEEN;2 RUE DU CAMPING, 62179 WISSANT;50,8858292;1,6615833
3444;UNION SPORTIVE DE L'YSER;26 RUE D'ARNÈKE, 59470 ZEGERSCAPPEL;50,8834767;2,3847668
201168;"RESIDENCE ""TEMPS DES CERISES""";RUE DES TILLEULS, 62370 AUDRUICQ;50,8806102;2,0832914
95190;LABEY SNC;24 RUE DE CALAIS, 59470 HOUTKERQUE;50,8769175;2,5960392
978802;DB INVEST SAS;3 RUE DES SPORTS, 62370 AUDRUICQ;50,8763879;2,0709738
97802;DESTOCK SAS 4D;3 RUE DES SPORTS, 62370 AUDRUICQ;50,8763879;2,0709738
99229;BRASSERIE VAL DE SAMBRE;RUE DIEUDONNE LEFEVRE, B1020 BRUXELLES;50,870151;4,3446898
200885;RESIDENCE DE LA HAUTE PORTE;59 RUE GUIZELIN, 62340 GUINES;50,8664974;1,8653309
98490;2 D DISTRIBUTION;417 RUE DU PALENTIN, 62610 ARDRES;50,8615284;1,9707011
200886;RESIDENCE ARNOUL;65 RUE MONTLUC, 62610 ARDRES;50,855073;1,976596
885;ETANG DU MOULIN BLEU - MR BOIDIN;400 RUE DU MOULIN, 62370 POLINCOVE;50,8466695;2,0903408
99213;BROUWERIJ HEDONIS;LEPELSTRAAT 20+, 9660 MICHELBEKE (BRAKEL);50,8336813;3,758396
4257;ESTAMINET LE ST ELOI;110 RUE DE L'EGLISE, 62250 BAZINGHEN;50,8257499;1,6609809
201111;LYCEE DES DEUX CAPS;56 RUE PASTEUR, 62250 MARQUISE;50,817325;1,7095749
1280;COLLEGE JEAN ROSTAND;70 RUE PASTEUR, 62250 MARQUISE;50,8164407;1,7119239
1628;EHPAD SAINTE FAMILLE;146 AVENUE FERBER, 62250 MARQUISE;50,8157412;1,7020294
675;PATISFRAIS;20 ROUTE DE POPERINGHE, 59114 STEENVOORDE;50,8100017;2,6014408
1480;RESIDENCE CLOOSTERMEULEN;1 RUE JEAN DE LA FONTAINE, 59114 STEENVOORDE;50,8058999;2,5861196
200948;MAISON DOMINICAINE DE RETRAITE;1 RUE DU GENERAL DE GAULLE, 62132 HARDINGHEN;50,8050742;1,822326
200964;ECOLE SAINT JOSEPH EPERLECQUES;2 ROUTE DE MOULLE, 62910 EPERLECQUES;50,804585;2,1522583
4535;RIVE;31 RUE DE WATTEN, 62910 HOULLE;50,8032023;2,1742483
630414;BRASSERIE DU MONT DE CASSEL;340 ROUTE DE DUNKERQUE, 59670 CASSEL;50,8027802;2,487378
3403;FLANDRE BOISSONS;75 ROUTE DE BERGUES, 59143 NIEURLET;50,80018;2,2840866
1397;LE SAUVAGE RESTAURANT - DUPONT LISA;38 GRAND PLACE, 59670 CASSEL;50,7993492;2,4870127
53300;DELPLACE JEROME;12 IMPASSE DES ETANGS, 62910 HOULLE;50,7985052;2,1786481
2470;ESTAMINET DU CENTRE SARL BEERSTAMINET;11 RUE DE STEENVOORDE, 59270 GODEWAERSVELDE;50,793124;2,6423688
800268;SCJM LE CAFE FRANCAIS;140 ROUTE DE WESTOUTRE, 59270 ST JANS CAPPEL;50,7803013;2,7381911
30058;BROUWERIJ OMER VANDER GHINSTE;BROUWTORENSTRAAT 5, B8510 BELLEGEM;50,7768484;3,279447
94119;WORLD EXPORT SERVICE TRADING B.V.;8 RUE DE WATERZELLE, 62126 WIMILLE;50,7742453;1,6315943
54239;GUILBERT FRANCOIS LE REINITAS - EPICERIE;70 ROUTE DEPARTEMENTALE, 62500 TILQUES;50,7724025;2,202462
902;LE REINITAS - M GUILBERT - BAR;70 ROUTE DEPARTEMENTALE 943, 62500 TILQUES;50,7724025;2,202462
201102;COLLEGE PILATRE DE ROZIER;28 RUE RAOUL LEBEURRE, 62126 WIMILLE;50,766276;1,6186551
61312;FOURNIER ALAIN;ROUTE DE CLAIRMARAIS, 62500 ST OMER;50,7631105;2,2910838
3392;OPCO MOBILITES;RUE DU FOND SQUIN, 62500 ST MARTIN AU LAERT;50,7630358;2,2237331
1337;RESIDENCE LES FLEURS DE LA LYS;72 RUE DE QUESNOY, 59560 COMINES;50,759427;3,002763
30040;CASTEL FRERES SAS;RUE DE LA CROIX PELERINE, 62503 SAINT MARTIN AU LAERT;50,7593488;2,2268063
2104;BOCAJE 22 - CAMILLE BOGAERT - TY BREIZH;1 BOULEVARD DE STRASBOURG, 62500 ST OMER;50,7551014;2,2496505
56698;LE SAMI-BAR TABAC FDJ;80 RUE SAINT MARTIN, 62500 ST OMER;50,7543474;2,2681262
650;LA CAVE DE SAINT ARNOULD- TRIPLET CAROLE;114 RUE DE CALAIS, 62500 ST OMER;50,7538479;2,2507638
80254;BRASSERIE LILLOISE;24 AVENUE DE L'EUROPE, 59223 RONCQ;50,753793;3,131357
350;LES HALLES DE QUERCAMPS;15 RUE DES FIEFS, 62380 QUERCAMPS;50,7529475;2,049493
1433;LE PHOENIX CLUB;10 PLACE DU 11 NOVEMBRE 1918, 62500 ST OMER;50,7528071;2,2651823
3826;AU PRIX D'AMERIQUE;16 RUE FRANCOIS RINGOT, 62500 ST OMER;50,7520157;2,2635884
4329;CAFE MAZETTE;373 RUE DE LILLE, 59223 RONCQ;50,751358;3,120198
3759;EHPAD LA FLEUR DE L'AGE;20 BIS ALLEE DES SPORTS, 59960 NEUVILLE EN FERRAIN;50,750519;3,149065
1330;LA BONNE FRANQUETTE SAINT OMER;44 PLACE FOCH, 62500 ST OMER;50,750417;2,2512544
3804;SHOW TIIIME;13 BIS RUE DE WISSOCQ, 62500 ST OMER;50,750213;2,2538561
3370;LE CARRE ST MARTIN BAR-RESTO-BOWLING;RN 43, 62500 SAINT MARTIN LEZ TATINGHEM;50,7496595;2,215364
56310;LE DICKENS SARL;14 PLACE MARECHAL FOCH, 62500 SAINT OMER;50,7494954;2,251531
436;DEROO HELENE L'APPARTEMENT;2 PLACE PIERRE BONHOMME, 62500 ST OMER;50,7493404;2,2511315
3581;POISSONNERIE DE ST OMER;1 RUE LOUIS MARTEL, 62500 ST OMER;50,7493375;2,251448
4121;LA TAVERNE DUCHENOT;3 PLACE PIERRE BONHOMME, 62500 ST OMER;50,7492816;2,2507789
56900;LA BRASSERIE AUDOMAROISE;6/8 RUE LOUIS MARTEL, 62500 ST OMER;50,749126;2,2515975
